"","efo_id","trait","uri"
"950","EFO_0000713","subarachnoid hemorrhage","http://www.ebi.ac.uk/efo/EFO_0000713"
"951","EFO_0005090","basophil count","http://www.ebi.ac.uk/efo/EFO_0005090"
"952","EFO_0000717","systemic scleroderma","http://www.ebi.ac.uk/efo/EFO_0000717"
"953","EFO_0000729","ulcerative colitis","http://www.ebi.ac.uk/efo/EFO_0000729"
"954","EFO_0000731","uterine fibroid","http://www.ebi.ac.uk/efo/EFO_0000731"
"955","EFO_0000756","melanoma","http://www.ebi.ac.uk/efo/EFO_0000756"
"956","EFO_0000765","aids","http://www.ebi.ac.uk/efo/EFO_0000765"
"957","EFO_0000768","idiopathic pulmonary fibrosis","http://www.ebi.ac.uk/efo/EFO_0000768"
"958","EFO_0005054","QRS complex","http://www.ebi.ac.uk/efo/EFO_0005054"
"959","EFO_0004979","comprehensive strength index","http://www.ebi.ac.uk/efo/EFO_0004979"
"960","EFO_0003896","left ventricular hypertrophy","http://www.ebi.ac.uk/efo/EFO_0003896"
"961","EFO_0001054","leprosy","http://www.ebi.ac.uk/efo/EFO_0001054"
"962","EFO_0006812","autoimmune thyroid disease","http://www.ebi.ac.uk/efo/EFO_0006812"
"963","EFO_0004237","Graves disease","http://www.ebi.ac.uk/efo/EFO_0004237"
"964","EFO_0003779","Hashimoto's thyroiditis","http://www.ebi.ac.uk/efo/EFO_0003779"
"965","EFO_0006882","suicide behaviour measurement","http://www.ebi.ac.uk/efo/EFO_0006882"
"966","EFO_0006883","alpha peak frequency measurement","http://www.ebi.ac.uk/efo/EFO_0006883"
"967","EFO_0004767","visceral:subcutaneous adipose tissue ratio","http://www.ebi.ac.uk/efo/EFO_0004767"
"968","EFO_0004766","subcutaneous adipose tissue measurement","http://www.ebi.ac.uk/efo/EFO_0004766"
"969","EFO_0007034","seropositivity measurement","http://www.ebi.ac.uk/efo/EFO_0007034"
"970","EFO_0007035","Chlamydia pneumoniae seropositivity","http://www.ebi.ac.uk/efo/EFO_0007035"
"971","EFO_0007036","herpes virus seropositivity","http://www.ebi.ac.uk/efo/EFO_0007036"
"972","EFO_0007037","cytomegalovirus seropositivity","http://www.ebi.ac.uk/efo/EFO_0007037"
"973","EFO_0007038","Influenza A seropositivity","http://www.ebi.ac.uk/efo/EFO_0007038"
"974","EFO_0007039","human herpesvirus 8 seropositivity","http://www.ebi.ac.uk/efo/EFO_0007039"
"975","EFO_0007040","blood lead measurement","http://www.ebi.ac.uk/efo/EFO_0007040"
"976","EFO_0007041","obese body mass index status","http://www.ebi.ac.uk/efo/EFO_0007041"
"977","EFO_0007042","polychlorinated biphenyls measurement","http://www.ebi.ac.uk/efo/EFO_0007042"
"978","EFO_0007043","response to transplant","http://www.ebi.ac.uk/efo/EFO_0007043"
"979","EFO_0007044","response to allogeneic hematopoietic stem cell transplant","http://www.ebi.ac.uk/efo/EFO_0007044"
"980","EFO_0000638","overall survival time","http://www.ebi.ac.uk/efo/EFO_0000638"
"981","GO_0034097","response to cytokine","http://purl.obolibrary.org/obo/GO_0034097"
"982","EFO_0007117","carotid artery intima media thickness","http://www.ebi.ac.uk/efo/EFO_0007117"
"983","EFO_0007118","sitting height ratio","http://www.ebi.ac.uk/efo/EFO_0007118"
"984","EFO_0007119","Sasang constitutional medicine type","http://www.ebi.ac.uk/efo/EFO_0007119"
"985","EFO_0007120","Tae-Yang","http://www.ebi.ac.uk/efo/EFO_0007120"
"986","EFO_0007123","So-Eum","http://www.ebi.ac.uk/efo/EFO_0007123"
"987","EFO_0007122","Tae-Eum","http://www.ebi.ac.uk/efo/EFO_0007122"
"988","EFO_0007121","So-Yang","http://www.ebi.ac.uk/efo/EFO_0007121"
"989","EFO_0007574","blood toxic metal measurement","http://www.ebi.ac.uk/efo/EFO_0007574"
"990","EFO_0007575","blood aluminium measurement","http://www.ebi.ac.uk/efo/EFO_0007575"
"991","EFO_0007576","blood cadmium measurement","http://www.ebi.ac.uk/efo/EFO_0007576"
"992","EFO_0007577","blood cobalt measurement","http://www.ebi.ac.uk/efo/EFO_0007577"
"993","EFO_0007578","blood copper measurement","http://www.ebi.ac.uk/efo/EFO_0007578"
"994","EFO_0007579","blood chromium measurement","http://www.ebi.ac.uk/efo/EFO_0007579"
"995","EFO_0007580","blood mercury measurement","http://www.ebi.ac.uk/efo/EFO_0007580"
"996","EFO_0007581","blood manganese measurement","http://www.ebi.ac.uk/efo/EFO_0007581"
"997","EFO_0007582","blood molybdenum measurement","http://www.ebi.ac.uk/efo/EFO_0007582"
"998","EFO_0007583","blood nickel measurement","http://www.ebi.ac.uk/efo/EFO_0007583"
"999","EFO_0007584","blood zinc measurement","http://www.ebi.ac.uk/efo/EFO_0007584"
"1000","EFO_0007585","Cannabis use","http://www.ebi.ac.uk/efo/EFO_0007585"
"1001","EFO_0007586","Cannabis use initiation","http://www.ebi.ac.uk/efo/EFO_0007586"
"1002","EFO_0006930","brain volume measurement","http://www.ebi.ac.uk/efo/EFO_0006930"
"1003","EFO_0007602","total ventricular volume measurement","http://www.ebi.ac.uk/efo/EFO_0007602"
"1004","EFO_0006827","renin–angiotensin–aldosterone system measurement","http://www.ebi.ac.uk/efo/EFO_0006827"
"1005","EFO_0006835","pyoderma gangrenosum","http://www.ebi.ac.uk/efo/EFO_0006835"
"1006","EFO_0006834","septic shock","http://www.ebi.ac.uk/efo/EFO_0006834"
"1007","EFO_0006829","GFR change measurement","http://www.ebi.ac.uk/efo/EFO_0006829"
"1008","HP_0012115","hepatitis","http://purl.obolibrary.org/obo/HP_0012115"
"1009","EFO_0006830","insulin metabolic clearance rate measurement","http://www.ebi.ac.uk/efo/EFO_0006830"
"1010","EFO_0006833","glucose effectiveness measurement","http://www.ebi.ac.uk/efo/EFO_0006833"
"1011","EFO_0006831","acute insulin response measurement","http://www.ebi.ac.uk/efo/EFO_0006831"
"1012","EFO_0006832","disposition index measurement","http://www.ebi.ac.uk/efo/EFO_0006832"
"1013","EFO_0003106","pneumonia","http://www.ebi.ac.uk/efo/EFO_0003106"
"1014","HP_0100806","sepsis","http://purl.obolibrary.org/obo/HP_0100806"
"1015","EFO_0004991","myasthenia gravis","http://www.ebi.ac.uk/efo/EFO_0004991"
"1016","EFO_0000203","monoclonal gammopathy","http://www.ebi.ac.uk/efo/EFO_0000203"
"1017","EFO_0007591","bone mineral accretion measurement","http://www.ebi.ac.uk/efo/EFO_0007591"
"1018","EFO_0007592","response to bleomycin","http://www.ebi.ac.uk/efo/EFO_0007592"
"1019","EFO_0007593","chromatid break measurement","http://www.ebi.ac.uk/efo/EFO_0007593"
"1020","EFO_0006929","IgG index","http://www.ebi.ac.uk/efo/EFO_0006929"
"1021","EFO_0006928","motion sickness","http://www.ebi.ac.uk/efo/EFO_0006928"
"1022","EFO_0004683","wet macular degeneration","http://www.ebi.ac.uk/efo/EFO_0004683"
"1023","EFO_0004830","caudate nucleus volume","http://www.ebi.ac.uk/efo/EFO_0004830"
"1024","EFO_0006931","nucleus accumbens volume","http://www.ebi.ac.uk/efo/EFO_0006931"
"1025","EFO_0006932","putamen volume","http://www.ebi.ac.uk/efo/EFO_0006932"
"1026","EFO_0006933","pallidum volume","http://www.ebi.ac.uk/efo/EFO_0006933"
"1027","EFO_0006934","amygdala volume","http://www.ebi.ac.uk/efo/EFO_0006934"
"1028","EFO_0006935","thalamus volume","http://www.ebi.ac.uk/efo/EFO_0006935"
"1029","HP_0000708","behavioral abnormality","http://purl.obolibrary.org/obo/HP_0000708"
"1030","EFO_1000636","inflammatory skin disease","http://www.ebi.ac.uk/efo/EFO_1000636"
"1031","EFO_1000651","recalcitrant atopic dermatitis","http://www.ebi.ac.uk/efo/EFO_1000651"
"1032","EFO_0004288","colonic neoplasm","http://www.ebi.ac.uk/efo/EFO_0004288"
"1033","EFO_0007047","Toxoplasma gondii seropositivity","http://www.ebi.ac.uk/efo/EFO_0007047"
"1034","EFO_0007050","HSV1 seropositivity","http://www.ebi.ac.uk/efo/EFO_0007050"
"1035","EFO_0007048","human herpesvirus 6 seropositivity","http://www.ebi.ac.uk/efo/EFO_0007048"
"1036","EFO_0007049","gliadin seropositivity","http://www.ebi.ac.uk/efo/EFO_0007049"
"1037","EFO_0007046","executive function","http://www.ebi.ac.uk/efo/EFO_0007046"
"1038","EFO_0007051","vein graft stenosis","http://www.ebi.ac.uk/efo/EFO_0007051"
"1039","EFO_0007053","myelosupression","http://www.ebi.ac.uk/efo/EFO_0007053"
"1040","EFO_0007052","antisocial behaviour measurement","http://www.ebi.ac.uk/efo/EFO_0007052"
"1041","EFO_1000656","sporadic Creutzfeld Jacobs disease","http://www.ebi.ac.uk/efo/EFO_1000656"
"1042","EFO_0003776","coronary artery bypass","http://www.ebi.ac.uk/efo/EFO_0003776"
"1043","EFO_0003834","cutaneous lupus erythematosus","http://www.ebi.ac.uk/efo/EFO_0003834"
"1044","EFO_0007054","microsatellite instability measurement","http://www.ebi.ac.uk/efo/EFO_0007054"
"1045","EFO_1000657","rectum cancer","http://www.ebi.ac.uk/efo/EFO_1000657"
"1046","EFO_1000780","autoimmune pancreatitis type 1","http://www.ebi.ac.uk/efo/EFO_1000780"
"1047","EFO_0007125","lachrymal gland lesion","http://www.ebi.ac.uk/efo/EFO_0007125"
"1048","EFO_0006816","response to heparin","http://www.ebi.ac.uk/efo/EFO_0006816"
"1049","HP_0001873","thrombocytopenia","http://purl.obolibrary.org/obo/HP_0001873"
"1050","EFO_0005627","perianal Crohn's disease","http://www.ebi.ac.uk/efo/EFO_0005627"
"1051","EFO_0005624","ileocolitis","http://www.ebi.ac.uk/efo/EFO_0005624"
"1052","HP_0012219","erythema nodosum","http://purl.obolibrary.org/obo/HP_0012219"
"1053","EFO_0006818","stricture","http://www.ebi.ac.uk/efo/EFO_0006818"
"1054","EFO_0006819","mild disease course","http://www.ebi.ac.uk/efo/EFO_0006819"
"1055","EFO_0006820","complicated disease course","http://www.ebi.ac.uk/efo/EFO_0006820"
"1056","EFO_0006821","trans fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006821"
"1057","EFO_0006822","trans-16:1n-7 fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006822"
"1058","EFO_0006824","cis/trans-18:2 fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006824"
"1059","EFO_0006826","trans/trans-18:2 fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006826"
"1060","EFO_0006876","seasonality measurement","http://www.ebi.ac.uk/efo/EFO_0006876"
"1061","EFO_0006864","breastfeeding duration","http://www.ebi.ac.uk/efo/EFO_0006864"
"1062","EFO_1000059","cervical artery dissection","http://www.ebi.ac.uk/efo/EFO_1000059"
"1063","EFO_0006866","electrodermal activity measurement","http://www.ebi.ac.uk/efo/EFO_0006866"
"1064","EFO_0006867","skin conductance level","http://www.ebi.ac.uk/efo/EFO_0006867"
"1065","EFO_0006868","skin conductance response amplitude","http://www.ebi.ac.uk/efo/EFO_0006868"
"1066","EFO_0006869","skin conductance response frequency","http://www.ebi.ac.uk/efo/EFO_0006869"
"1067","EFO_0006875","acoustic startle blink response measurement","http://www.ebi.ac.uk/efo/EFO_0006875"
"1068","EFO_0006874","antisaccade response measurement","http://www.ebi.ac.uk/efo/EFO_0006874"
"1069","EFO_0006870","alpha wave measurement","http://www.ebi.ac.uk/efo/EFO_0006870"
"1070","EFO_0006871","beta wave measurement","http://www.ebi.ac.uk/efo/EFO_0006871"
"1071","EFO_0006872","delta wave measurement","http://www.ebi.ac.uk/efo/EFO_0006872"
"1072","EFO_0006873","theta wave measurement","http://www.ebi.ac.uk/efo/EFO_0006873"
"1073","EFO_0006896","glucose homeostasis measurement","http://www.ebi.ac.uk/efo/EFO_0006896"
"1074","EFO_0006897","airway responsiveness measurement","http://www.ebi.ac.uk/efo/EFO_0006897"
"1075","EFO_0006898","airway wall thickness measurement","http://www.ebi.ac.uk/efo/EFO_0006898"
"1076","EFO_0006899","PCSK9 protein measurement","http://www.ebi.ac.uk/efo/EFO_0006899"
"1077","GO_1903491","response to simvastatin","http://purl.obolibrary.org/obo/GO_1903491"
"1078","EFO_0006900","endothelial growth factor measurement","http://www.ebi.ac.uk/efo/EFO_0006900"
"1079","EFO_0006901","angiopoietin-2 measurement","http://www.ebi.ac.uk/efo/EFO_0006901"
"1080","EFO_0006902","angiopoietin-2 receptor measurement","http://www.ebi.ac.uk/efo/EFO_0006902"
"1081","EFO_0006903","hepatocyte growth factor measurement","http://www.ebi.ac.uk/efo/EFO_0006903"
"1082","EFO_0006904","response to efavirenz","http://www.ebi.ac.uk/efo/EFO_0006904"
"1083","EFO_0006905","response to abacavir","http://www.ebi.ac.uk/efo/EFO_0006905"
"1084","EFO_0006906","virologic response measurement","http://www.ebi.ac.uk/efo/EFO_0006906"
"1085","EFO_0006920","BNP measurement","http://www.ebi.ac.uk/efo/EFO_0006920"
"1086","EFO_0006919","cardiovascular event measurement","http://www.ebi.ac.uk/efo/EFO_0006919"
"1087","EFO_0006924","household air pollution measurement","http://www.ebi.ac.uk/efo/EFO_0006924"
"1088","EFO_0006921","birth measurement","http://www.ebi.ac.uk/efo/EFO_0006921"
"1089","EFO_0006922","delivery measurement","http://www.ebi.ac.uk/efo/EFO_0006922"
"1090","EFO_0006923","fertility measurement","http://www.ebi.ac.uk/efo/EFO_0006923"
"1091","EFO_0006925","lipoprotein A measurement","http://www.ebi.ac.uk/efo/EFO_0006925"
"1092","EFO_1000630","marginal zone B-cell lymphoma","http://www.ebi.ac.uk/efo/EFO_1000630"
"1093","EFO_0006916","response to dalcetrapib","http://www.ebi.ac.uk/efo/EFO_0006916"
"1094","EFO_0006918","female fertility","http://www.ebi.ac.uk/efo/EFO_0006918"
"1095","EFO_0006917","spontaneous preterm birth","http://www.ebi.ac.uk/efo/EFO_0006917"
"1096","Orphanet_93930","bladder exstrophy","http://www.orpha.net/ORDO/Orphanet_93930"
"1097","EFO_0003826","salivary gland neoplasm","http://www.ebi.ac.uk/efo/EFO_0003826"
"1098","EFO_0006936","optic disc measurement","http://www.ebi.ac.uk/efo/EFO_0006936"
"1099","EFO_0006937","optic disc area measurement","http://www.ebi.ac.uk/efo/EFO_0006937"
"1100","EFO_0006938","optic rim area measurement","http://www.ebi.ac.uk/efo/EFO_0006938"
"1101","EFO_0006939","cup-to-disc ratio measurement","http://www.ebi.ac.uk/efo/EFO_0006939"
"1102","EFO_0006940","optic cup area measurement","http://www.ebi.ac.uk/efo/EFO_0006940"
"1103","EFO_0006941","grip strength measurement","http://www.ebi.ac.uk/efo/EFO_0006941"
"1104","EFO_0006942","facial pigmentation measurement","http://www.ebi.ac.uk/efo/EFO_0006942"
"1105","EFO_0006943","blood pressure change measurement","http://www.ebi.ac.uk/efo/EFO_0006943"
"1106","EFO_0006944","systolic blood pressure change measurement","http://www.ebi.ac.uk/efo/EFO_0006944"
"1107","EFO_0006945","diastolic blood pressure change measurement","http://www.ebi.ac.uk/efo/EFO_0006945"
"1108","EFO_0006946","behavioural disinhibition measurement","http://www.ebi.ac.uk/efo/EFO_0006946"
"1109","EFO_0006947","red wine liking measurement","http://www.ebi.ac.uk/efo/EFO_0006947"
"1110","EFO_0006948","white wine liking measurement","http://www.ebi.ac.uk/efo/EFO_0006948"
"1111","EFO_0006950","response to vincristine","http://www.ebi.ac.uk/efo/EFO_0006950"
"1112","EFO_0006951","ototoxicity","http://www.ebi.ac.uk/efo/EFO_0006951"
"1113","EFO_0006952","cytotoxicity measurement","http://www.ebi.ac.uk/efo/EFO_0006952"
"1114","EFO_1000648","developmental dysplasia of the hip","http://www.ebi.ac.uk/efo/EFO_1000648"
"1115","EFO_1000566","Testicular Germ Cell Tumor","http://www.ebi.ac.uk/efo/EFO_1000566"
"1116","EFO_0006953","family history of lung cancer","http://www.ebi.ac.uk/efo/EFO_0006953"
"1117","EFO_0006954","response to triamcinolone acetonide","http://www.ebi.ac.uk/efo/EFO_0006954"
"1118","EFO_0006955","ADAMTS13 activity measurement","http://www.ebi.ac.uk/efo/EFO_0006955"
"1119","EFO_0006956","intraocular pressure change measurement","http://www.ebi.ac.uk/efo/EFO_0006956"
"1120","EFO_0006957","X12063 measurement","http://www.ebi.ac.uk/efo/EFO_0006957"
"1121","EFO_0006958","mannose measurement","http://www.ebi.ac.uk/efo/EFO_0006958"
"1122","EFO_0006959","gene methylation measurement","http://www.ebi.ac.uk/efo/EFO_0006959"
"1123","EFO_1000649","estrogen-receptor positive breast cancer","http://www.ebi.ac.uk/efo/EFO_1000649"
"1124","HP_0100578","lipoatrophy","http://purl.obolibrary.org/obo/HP_0100578"
"1125","EFO_1000654","childhood cancer","http://www.ebi.ac.uk/efo/EFO_1000654"
"1126","EFO_0006995","response to diisocyanate","http://www.ebi.ac.uk/efo/EFO_0006995"
"1127","EFO_0006996","response to homoharringtonine","http://www.ebi.ac.uk/efo/EFO_0006996"
"1128","EFO_0006992","response to biological dust exposure","http://www.ebi.ac.uk/efo/EFO_0006992"
"1129","EFO_0006993","response to mineral dust exposure","http://www.ebi.ac.uk/efo/EFO_0006993"
"1130","EFO_0006994","response to gases and fumes exposure","http://www.ebi.ac.uk/efo/EFO_0006994"
"1131","EFO_0006997","response to cold medicine","http://www.ebi.ac.uk/efo/EFO_0006997"
"1132","EFO_0006998","response to stavudine","http://www.ebi.ac.uk/efo/EFO_0006998"
"1133","EFO_0006999","cancer aggressiveness measurement","http://www.ebi.ac.uk/efo/EFO_0006999"
"1134","EFO_0007000","Gleason score measurement","http://www.ebi.ac.uk/efo/EFO_0007000"
"1135","EFO_0007001","dehydroepiandrosterone sulphate measurement","http://www.ebi.ac.uk/efo/EFO_0007001"
"1136","EFO_0007002","luteinizing hormone measurement","http://www.ebi.ac.uk/efo/EFO_0007002"
"1137","EFO_0007003","prolactin measurement","http://www.ebi.ac.uk/efo/EFO_0007003"
"1138","EFO_0007004","progesterone  measurement","http://www.ebi.ac.uk/efo/EFO_0007004"
"1139","EFO_0007005","free androgen index","http://www.ebi.ac.uk/efo/EFO_0007005"
"1140","EFO_0007006","depressive symptom measurement","http://www.ebi.ac.uk/efo/EFO_0007006"
"1141","EFO_0007007","ticagrelor measurement","http://www.ebi.ac.uk/efo/EFO_0007007"
"1142","EFO_0007020","AR-C124910XX measurement","http://www.ebi.ac.uk/efo/EFO_0007020"
"1143","EFO_0007008","allergy measurement","http://www.ebi.ac.uk/efo/EFO_0007008"
"1144","EFO_0007009","skin pigmentation measurement","http://www.ebi.ac.uk/efo/EFO_0007009"
"1145","EFO_0007010","drug use measurement","http://www.ebi.ac.uk/efo/EFO_0007010"
"1146","EFO_0007011","SSRI use measurement","http://www.ebi.ac.uk/efo/EFO_0007011"
"1147","EFO_0007012","NSAID use measurement","http://www.ebi.ac.uk/efo/EFO_0007012"
"1148","EFO_0007013","aspirin use measurement","http://www.ebi.ac.uk/efo/EFO_0007013"
"1149","EFO_0007014","3-hydroxypropylmercapturic acid measurement","http://www.ebi.ac.uk/efo/EFO_0007014"
"1150","EFO_0007015","3-hydroxy-1-methylpropylmercapturic acid measurement","http://www.ebi.ac.uk/efo/EFO_0007015"
"1151","EFO_0007016","food allergy measurement","http://www.ebi.ac.uk/efo/EFO_0007016"
"1152","EFO_0007017","peanut allergy measurement","http://www.ebi.ac.uk/efo/EFO_0007017"
"1153","EFO_0007018","egg allergy measurement","http://www.ebi.ac.uk/efo/EFO_0007018"
"1154","EFO_0007019","milk allergy measurement","http://www.ebi.ac.uk/efo/EFO_0007019"
"1155","EFO_0007021","Lewy body measurement","http://www.ebi.ac.uk/efo/EFO_0007021"
"1156","EFO_1000478","pituitary gland adenoma","http://www.ebi.ac.uk/efo/EFO_1000478"
"1157","EFO_0007612","response to Montelukast","http://www.ebi.ac.uk/efo/EFO_0007612"
"1158","EFO_0007613","response to endocrine therapy","http://www.ebi.ac.uk/efo/EFO_0007613"
"1159","EFO_0007614","asthma exacerbation measurement","http://www.ebi.ac.uk/efo/EFO_0007614"
"1160","EFO_0007615","thrombus formation measurement","http://www.ebi.ac.uk/efo/EFO_0007615"
"1161","EFO_0007616","hearing measurement","http://www.ebi.ac.uk/efo/EFO_0007616"
"1162","EFO_0007617","pure tone hearing measurement","http://www.ebi.ac.uk/efo/EFO_0007617"
"1163","EFO_0007618","hearing threshold measurement","http://www.ebi.ac.uk/efo/EFO_0007618"
"1164","EFO_0007619","suicide ideation measurement","http://www.ebi.ac.uk/efo/EFO_0007619"
